Married,Gender,Age,Graduate,Profession,Years_of_Working ,Spending_Score,Family_Members,Category,Class(Target)
1,0.0,61,1.0,1,-1.0,1,1.0,6,B
0,0.0,49,1.0,1,0.0,2,2.0,6,A
1,0.0,82,1.0,5,1.0,1,1.0,6,A
0,1.0,26,1.0,2,0.0,1,3.0,6,B
0,1.0,23,0.0,6,1.0,1,4.0,6,A
0,0.0,60,1.0,1,3.0,1,3.0,4,D
1,1.0,25,0.0,4,1.0,1,3.0,6,C
0,1.0,40,1.0,1,9.0,1,1.0,6,A
0,1.0,50,1.0,1,0.0,1,2.0,6,C
0,1.0,31,0.0,2,-1.0,1,4.0,6,A
1,0.0,51,1.0,1,0.0,1,1.0,3,B
1,0.0,56,1.0,4,0.0,2,2.0,6,D
1,0.0,37,1.0,4,4.0,1,1.0,6,B
0,0.0,89,1.0,8,1.0,1,1.0,6,C
0,0.0,50,1.0,1,1.0,3,3.0,2,D
1,0.0,72,1.0,5,1.0,3,5.0,6,C
1,1.0,40,1.0,1,7.0,1,1.0,6,C
1,1.0,31,0.0,6,0.0,1,0.0,6,A
1,0.0,74,0.0,5,1.0,1,7.0,6,B
0,0.0,51,1.0,1,0.0,2,3.0,2,D
0,0.0,49,1.0,1,0.0,3,4.0,0,B
0,0.0,61,1.0,1,0.0,2,2.0,6,B
0,0.0,38,1.0,6,3.0,2,3.0,2,A
1,0.0,28,1.0,3,0.0,2,2.0,6,C
0,1.0,36,1.0,1,9.0,1,1.0,6,A
1,0.0,47,0.0,2,8.0,3,4.0,6,A
0,1.0,39,1.0,1,0.0,1,1.0,3,C
1,0.0,40,0.0,3,1.0,2,2.0,6,D
1,1.0,23,0.0,6,0.0,1,4.0,3,A
0,0.0,46,1.0,4,5.0,1,2.0,6,C
0,0.0,72,1.0,8,0.0,3,2.0,6,D
1,0.0,50,1.0,4,1.0,1,2.0,6,C
0,0.0,51,0.0,3,7.0,2,5.0,4,B
0,0.0,66,1.0,1,0.0,1,2.0,6,D
0,0.0,35,1.0,6,12.0,2,2.0,2,A
1,0.0,56,1.0,1,0.0,3,2.0,6,B
0,1.0,33,0.0,6,1.0,1,6.0,3,D
1,1.0,62,1.0,4,1.0,1,4.0,2,D
1,1.0,28,1.0,3,0.0,1,3.0,4,D
0,0.0,40,1.0,3,0.0,2,4.0,6,B
1,0.0,67,1.0,1,1.0,2,2.0,6,B
0,1.0,28,0.0,3,-1.0,1,6.0,6,D
1,1.0,21,0.0,6,-1.0,1,5.0,2,A
1,0.0,27,1.0,6,3.0,1,2.0,6,A
1,0.0,45,1.0,1,0.0,1,2.0,6,B
0,0.0,76,1.0,8,0.0,3,2.0,6,B
1,1.0,28,1.0,1,4.0,1,4.0,6,D
0,0.0,53,1.0,1,1.0,2,3.0,6,C
0,0.0,35,1.0,2,-1.0,1,2.0,6,B
1,1.0,25,0.0,4,8.0,1,9.0,6,D
1,0.0,29,0.0,5,4.0,1,6.0,3,A
0,0.0,35,1.0,2,0.0,1,2.0,6,C
1,0.0,63,1.0,1,1.0,2,4.0,6,C
0,0.0,26,0.0,2,0.0,2,3.0,4,A
1,1.0,35,1.0,1,9.0,1,1.0,6,B
0,1.0,59,1.0,1,0.0,1,2.0,6,D
1,1.0,28,1.0,2,0.0,1,1.0,6,A
0,0.0,52,1.0,1,1.0,2,5.0,2,A
1,1.0,38,0.0,2,0.0,1,5.0,3,A
0,1.0,19,0.0,6,3.0,1,3.0,6,A
1,0.0,63,1.0,4,0.0,1,1.0,6,C
1,0.0,58,1.0,5,3.0,2,4.0,3,B
0,0.0,57,1.0,1,0.0,2,5.0,6,C
0,0.0,62,1.0,1,0.0,2,2.0,5,D
1,0.0,36,1.0,5,0.0,1,2.0,3,B
1,1.0,31,1.0,1,1.0,1,2.0,6,C
1,0.0,50,1.0,1,1.0,2,3.0,6,C
1,0.0,88,1.0,8,0.0,3,2.0,4,C
0,0.0,53,1.0,1,0.0,2,2.0,3,D
0,1.0,43,1.0,1,10.0,1,1.0,6,A
0,0.0,52,1.0,1,0.0,2,3.0,7,D
0,1.0,60,1.0,1,6.0,1,1.0,6,B
1,0.0,75,1.0,8,1.0,3,2.0,6,D
0,0.0,51,1.0,1,8.0,2,2.0,6,B
1,1.0,32,1.0,6,2.0,1,3.0,6,D
0,1.0,26,0.0,6,-1.0,1,6.0,7,A
0,0.0,32,0.0,3,9.0,1,4.0,6,A
1,0.0,45,1.0,1,2.0,2,3.0,3,A
0,0.0,67,1.0,0,1.0,2,2.0,6,C
1,0.0,83,0.0,8,8.0,3,2.0,6,B
1,0.0,50,1.0,2,0.0,2,3.0,6,B
0,1.0,25,1.0,6,-1.0,1,0.0,3,D
0,1.0,28,1.0,1,1.0,1,1.0,6,C
1,0.0,46,1.0,1,0.0,2,3.0,6,D
0,1.0,43,0.0,4,1.0,1,3.0,6,C
1,1.0,22,0.0,6,-1.0,1,2.0,6,A
0,0.0,62,1.0,3,1.0,1,1.0,3,B
1,0.0,55,0.0,1,0.0,2,2.0,6,D
1,0.0,58,1.0,1,-1.0,2,1.0,6,A
0,0.0,59,1.0,3,0.0,1,1.0,3,B
1,0.0,85,1.0,8,-1.0,1,1.0,6,B
0,1.0,35,0.0,3,1.0,1,1.0,4,C
1,0.0,81,1.0,4,1.0,1,1.0,6,A
1,1.0,32,0.0,0,0.0,1,5.0,4,C
1,1.0,33,0.0,2,0.0,1,3.0,6,B
0,0.0,48,1.0,7,1.0,3,2.0,2,D
0,1.0,27,0.0,6,-1.0,1,5.0,7,A
0,1.0,28,0.0,9,1.0,1,4.0,3,A
1,0.0,53,1.0,1,6.0,2,2.0,6,D
1,0.0,45,1.0,1,0.0,2,4.0,6,D
1,0.0,38,1.0,1,-1.0,1,2.0,6,D
1,0.0,50,1.0,1,0.0,2,4.0,6,B
0,1.0,25,1.0,4,0.0,1,6.0,2,D
0,1.0,42,1.0,2,0.0,1,3.0,6,B
0,1.0,30,0.0,9,0.0,1,4.0,6,A
1,0.0,39,1.0,4,0.0,1,1.0,6,A
1,1.0,18,0.0,2,0.0,1,5.0,2,D
0,1.0,42,1.0,1,1.0,1,1.0,6,A
0,1.0,28,0.0,6,0.0,1,6.0,5,C
1,0.0,39,1.0,6,0.0,3,3.0,6,D
1,0.0,46,1.0,1,0.0,2,6.0,2,A
0,1.0,35,0.0,1,13.0,1,1.0,6,C
1,0.0,42,1.0,1,8.0,3,4.0,6,D
0,1.0,29,1.0,1,7.0,1,7.0,4,A
0,0.0,35,1.0,1,0.0,1,2.0,6,B
1,1.0,53,0.0,4,1.0,1,0.0,6,C
1,0.0,48,1.0,1,-1.0,2,4.0,7,D
1,0.0,28,2.0,1,8.0,1,0.0,6,D
1,1.0,41,1.0,4,0.0,1,2.0,3,B
1,0.0,33,1.0,1,2.0,1,0.0,3,D
0,0.0,33,1.0,1,1.0,2,2.0,6,D
1,1.0,28,0.0,2,4.0,1,1.0,3,B
1,0.0,50,1.0,1,0.0,1,2.0,4,A
0,2.0,31,1.0,2,1.0,1,3.0,6,B
1,1.0,39,1.0,4,5.0,1,1.0,3,C
1,0.0,65,1.0,1,1.0,2,4.0,6,B
0,0.0,52,0.0,3,0.0,1,0.0,4,C
0,0.0,79,1.0,8,0.0,3,2.0,6,D
0,0.0,71,2.0,8,1.0,1,1.0,6,D
0,0.0,46,0.0,4,9.0,2,5.0,4,A
1,0.0,26,1.0,2,1.0,2,2.0,7,C
1,0.0,53,1.0,3,1.0,2,3.0,6,B
1,1.0,31,0.0,1,0.0,1,0.0,0,C
0,1.0,32,0.0,2,6.0,1,2.0,3,C
1,1.0,38,1.0,1,0.0,1,1.0,6,C
1,1.0,32,1.0,6,9.0,1,5.0,6,A
0,0.0,73,1.0,8,3.0,1,1.0,6,D
1,0.0,73,0.0,8,1.0,1,1.0,6,A
0,1.0,22,0.0,9,1.0,1,2.0,1,A
1,0.0,45,1.0,5,1.0,3,5.0,4,B
0,1.0,31,1.0,6,9.0,1,3.0,2,C
1,0.0,60,0.0,1,0.0,2,2.0,4,B
0,0.0,26,0.0,9,0.0,1,5.0,4,A
1,1.0,28,1.0,6,1.0,1,3.0,6,A
1,0.0,39,1.0,1,0.0,2,3.0,6,D
0,1.0,18,0.0,6,0.0,1,5.0,4,A
0,0.0,37,1.0,1,0.0,2,2.0,6,A
0,0.0,40,0.0,7,2.0,2,2.0,6,C
0,1.0,31,1.0,1,1.0,1,4.0,6,A
0,1.0,33,0.0,6,1.0,1,6.0,6,C
0,0.0,56,1.0,3,2.0,3,2.0,6,B
1,0.0,50,1.0,1,0.0,1,1.0,6,B
1,0.0,57,1.0,1,1.0,2,5.0,6,D
0,0.0,58,1.0,3,0.0,2,0.0,6,C
0,0.0,28,1.0,1,0.0,1,2.0,6,C
1,1.0,25,0.0,6,0.0,1,3.0,4,B
1,0.0,41,0.0,2,1.0,1,3.0,6,C
1,0.0,47,1.0,1,0.0,2,2.0,6,D
0,1.0,39,1.0,1,9.0,1,1.0,6,D
0,1.0,31,1.0,6,6.0,1,4.0,2,A
1,0.0,83,1.0,1,2.0,3,2.0,6,C
1,1.0,32,1.0,6,1.0,1,4.0,6,A
0,1.0,18,0.0,3,0.0,1,4.0,6,A
0,0.0,38,1.0,1,1.0,2,4.0,3,D
0,2.0,20,0.0,0,-1.0,3,0.0,3,A
0,0.0,62,2.0,2,0.0,2,4.0,6,B
1,1.0,37,1.0,9,-1.0,1,1.0,6,C
1,0.0,33,0.0,4,1.0,1,3.0,3,A
1,0.0,35,0.0,4,0.0,2,5.0,6,A
0,0.0,45,1.0,1,1.0,3,4.0,6,C
1,1.0,18,0.0,6,0.0,1,6.0,6,A
1,0.0,75,0.0,8,1.0,3,2.0,6,B
1,0.0,86,1.0,6,0.0,1,1.0,6,A
1,1.0,49,1.0,1,0.0,1,1.0,6,B
0,0.0,65,0.0,8,1.0,3,7.0,3,C
0,0.0,20,1.0,8,1.0,2,3.0,3,A
0,1.0,62,0.0,4,2.0,1,1.0,6,C
1,0.0,50,0.0,1,1.0,2,3.0,6,D
0,1.0,22,0.0,3,0.0,1,4.0,6,A
0,0.0,46,0.0,3,1.0,2,5.0,6,D
1,1.0,20,0.0,9,0.0,1,2.0,6,A
1,0.0,32,1.0,4,1.0,1,2.0,6,C
0,1.0,28,1.0,2,0.0,1,3.0,6,A
0,1.0,26,1.0,4,6.0,1,2.0,6,A
1,1.0,45,1.0,1,0.0,1,1.0,6,C
1,1.0,32,0.0,6,0.0,1,3.0,6,A
0,1.0,56,1.0,8,-1.0,1,2.0,6,A
1,1.0,41,1.0,5,1.0,1,3.0,6,A
0,0.0,38,1.0,1,8.0,1,2.0,6,A
0,1.0,30,1.0,1,9.0,1,1.0,6,C
1,0.0,86,0.0,8,2.0,2,2.0,6,C
1,1.0,21,0.0,6,0.0,1,6.0,3,A
1,0.0,69,1.0,1,0.0,1,1.0,6,A
0,0.0,46,1.0,1,0.0,2,2.0,6,B
1,0.0,32,0.0,5,4.0,2,5.0,4,A
0,0.0,61,1.0,3,0.0,1,3.0,7,A
0,1.0,23,0.0,6,0.0,1,4.0,3,A
0,1.0,35,1.0,6,9.0,1,1.0,6,A
1,0.0,66,1.0,1,0.0,1,4.0,2,D
0,0.0,25,0.0,3,7.0,2,2.0,4,A
0,1.0,33,1.0,6,1.0,1,6.0,3,A
1,1.0,30,0.0,6,1.0,1,4.0,2,D
1,0.0,37,0.0,2,2.0,2,4.0,6,C
1,1.0,28,1.0,1,1.0,1,3.0,4,A
1,0.0,65,1.0,1,5.0,3,2.0,6,C
0,1.0,20,0.0,2,6.0,1,4.0,2,C
0,1.0,42,1.0,1,8.0,1,1.0,6,B
1,0.0,32,0.0,2,9.0,1,2.0,2,D
1,0.0,26,0.0,7,9.0,2,2.0,6,C
0,1.0,20,0.0,6,0.0,1,2.0,6,A
1,0.0,29,1.0,1,0.0,1,5.0,4,C
0,0.0,49,1.0,1,1.0,1,1.0,6,A
1,1.0,21,0.0,6,0.0,1,4.0,6,A
0,1.0,20,0.0,6,0.0,1,4.0,6,A
1,1.0,30,1.0,6,3.0,1,5.0,1,D
0,0.0,31,0.0,9,1.0,1,5.0,4,C
0,0.0,41,1.0,1,9.0,3,2.0,2,B
1,0.0,61,1.0,4,9.0,2,2.0,6,D
0,1.0,28,0.0,9,9.0,1,2.0,3,A
0,0.0,35,1.0,1,1.0,1,2.0,3,B
1,0.0,83,1.0,8,-1.0,1,1.0,6,C
1,1.0,22,0.0,6,0.0,1,0.0,6,A
0,1.0,32,0.0,2,0.0,1,4.0,6,C
0,0.0,40,1.0,3,1.0,3,5.0,2,B
0,1.0,33,1.0,6,1.0,1,5.0,2,B
0,1.0,30,0.0,2,3.0,1,4.0,6,C
0,0.0,68,1.0,8,0.0,3,2.0,6,B
1,0.0,37,1.0,4,8.0,2,2.0,2,A
1,0.0,47,0.0,4,0.0,3,5.0,6,D
1,1.0,36,1.0,5,9.0,1,3.0,6,A
0,1.0,26,1.0,6,5.0,1,2.0,6,A
0,0.0,35,1.0,3,5.0,1,2.0,6,B
1,0.0,51,0.0,1,4.0,1,3.0,4,C
1,2.0,48,1.0,5,-1.0,3,5.0,6,B
0,0.0,33,1.0,4,3.0,2,3.0,4,A
1,0.0,51,0.0,3,1.0,2,7.0,4,B
0,2.0,21,0.0,6,-1.0,1,4.0,6,A
1,0.0,36,0.0,5,8.0,2,4.0,1,B
0,1.0,20,0.0,6,4.0,1,7.0,3,A
1,1.0,28,1.0,2,1.0,1,9.0,4,B
0,1.0,31,0.0,6,1.0,1,4.0,6,D
0,1.0,36,1.0,3,9.0,1,1.0,4,C
1,0.0,42,1.0,4,3.0,2,4.0,6,B
0,1.0,21,0.0,6,9.0,1,4.0,3,A
0,0.0,53,0.0,3,0.0,2,3.0,6,C
1,0.0,39,0.0,2,2.0,2,2.0,6,B
0,1.0,28,0.0,7,10.0,1,1.0,6,A
1,0.0,81,0.0,4,1.0,1,1.0,6,C
0,1.0,47,1.0,3,1.0,1,1.0,6,C
1,0.0,66,0.0,8,0.0,1,1.0,6,B
0,1.0,36,0.0,3,0.0,1,1.0,6,C
0,0.0,33,1.0,6,2.0,3,1.0,5,C
1,1.0,69,1.0,9,8.0,1,0.0,6,C
1,1.0,22,0.0,6,9.0,1,4.0,6,A
1,0.0,50,1.0,4,-1.0,1,4.0,6,C
0,0.0,46,1.0,1,1.0,1,0.0,6,D
1,0.0,27,1.0,6,8.0,1,2.0,6,A
1,0.0,36,1.0,1,9.0,2,5.0,4,A
1,0.0,50,1.0,1,8.0,1,2.0,6,A
0,1.0,37,1.0,4,1.0,1,1.0,6,C
0,0.0,65,1.0,8,1.0,1,1.0,6,C
0,0.0,49,1.0,3,1.0,2,4.0,6,B
0,1.0,30,0.0,7,0.0,1,4.0,6,A
0,0.0,68,1.0,8,0.0,2,3.0,6,D
0,1.0,36,1.0,6,2.0,1,0.0,6,C
0,0.0,32,1.0,1,0.0,2,2.0,6,B
0,2.0,28,1.0,2,-1.0,3,8.0,4,A
0,2.0,73,1.0,8,4.0,3,0.0,6,C
0,1.0,42,1.0,3,1.0,1,7.0,4,C
1,1.0,30,0.0,4,5.0,1,9.0,3,A
0,0.0,83,1.0,5,1.0,3,3.0,6,C
1,0.0,37,0.0,3,0.0,2,2.0,1,D
0,1.0,28,1.0,9,2.0,1,3.0,6,A
0,0.0,58,1.0,1,-1.0,2,6.0,2,D
0,1.0,29,0.0,3,5.0,1,2.0,6,D
0,1.0,26,1.0,1,2.0,1,2.0,6,C
0,2.0,50,1.0,1,-1.0,3,1.0,0,B
0,0.0,89,0.0,8,3.0,3,1.0,6,A
1,0.0,56,1.0,5,-1.0,3,9.0,6,B
0,0.0,30,0.0,4,3.0,3,2.0,6,C
1,0.0,40,1.0,4,5.0,1,1.0,6,A
0,1.0,25,0.0,6,-1.0,1,5.0,6,C
0,1.0,38,1.0,1,8.0,1,1.0,6,A
1,0.0,19,0.0,5,0.0,3,3.0,4,C
1,0.0,63,0.0,5,0.0,2,3.0,6,B
0,0.0,43,0.0,3,0.0,3,5.0,6,C
1,0.0,69,0.0,8,1.0,1,2.0,1,B
1,1.0,49,1.0,4,0.0,1,1.0,2,B
1,0.0,52,1.0,1,0.0,1,4.0,6,B
1,1.0,32,1.0,6,0.0,1,4.0,6,B
1,0.0,45,1.0,5,0.0,3,4.0,6,B
1,1.0,23,0.0,6,0.0,1,2.0,4,A
1,1.0,53,1.0,1,2.0,1,2.0,2,B
0,2.0,31,2.0,2,9.0,3,2.0,4,C
1,0.0,27,1.0,6,2.0,3,3.0,3,A
0,0.0,28,1.0,6,10.0,3,2.0,6,A
0,0.0,37,0.0,1,1.0,1,3.0,6,B
1,0.0,56,0.0,1,0.0,2,2.0,6,D
0,0.0,56,1.0,4,0.0,2,2.0,6,B
0,1.0,35,1.0,1,1.0,1,1.0,6,D
0,1.0,48,0.0,6,0.0,1,4.0,6,D
1,0.0,66,1.0,5,0.0,2,2.0,6,D
1,1.0,42,1.0,1,4.0,1,2.0,2,C
0,1.0,26,0.0,6,1.0,1,0.0,5,A
1,0.0,52,1.0,1,8.0,1,3.0,6,D
0,0.0,75,1.0,1,1.0,3,2.0,6,D
0,0.0,38,1.0,1,6.0,1,2.0,3,B
0,0.0,68,1.0,8,0.0,3,2.0,6,C
1,0.0,62,2.0,8,0.0,1,1.0,6,D
0,0.0,59,0.0,9,1.0,2,4.0,1,A
1,1.0,38,1.0,4,1.0,1,2.0,6,C
1,1.0,27,1.0,6,1.0,1,3.0,6,D
0,0.0,51,0.0,2,0.0,2,3.0,6,D
0,1.0,53,1.0,1,9.0,1,1.0,6,B
1,1.0,26,1.0,6,-1.0,1,3.0,1,A
1,0.0,41,1.0,1,11.0,3,2.0,6,C
1,0.0,57,1.0,1,5.0,1,2.0,6,D
1,0.0,62,1.0,0,8.0,2,2.0,6,D
0,0.0,38,0.0,4,3.0,2,3.0,6,B
0,1.0,33,1.0,2,1.0,1,3.0,6,C
0,0.0,45,1.0,8,0.0,1,1.0,6,B
0,0.0,70,1.0,7,3.0,1,2.0,6,B
0,1.0,28,0.0,3,1.0,1,4.0,4,C
1,1.0,39,2.0,4,8.0,1,4.0,3,D
0,0.0,52,0.0,7,4.0,3,3.0,6,B
0,1.0,51,1.0,4,0.0,1,1.0,6,C
1,0.0,43,0.0,3,0.0,2,2.0,1,D
1,0.0,63,1.0,5,6.0,3,3.0,6,A
0,1.0,33,1.0,3,1.0,1,5.0,6,A
1,0.0,38,1.0,2,5.0,1,2.0,1,C
0,0.0,46,1.0,1,3.0,2,5.0,6,D
0,0.0,30,0.0,3,1.0,2,7.0,4,C
0,1.0,25,0.0,6,-1.0,1,5.0,7,A
1,1.0,38,1.0,4,-1.0,1,4.0,6,A
1,0.0,48,1.0,4,6.0,1,2.0,7,B
1,0.0,49,1.0,4,7.0,2,4.0,6,D
1,0.0,38,1.0,5,0.0,2,3.0,6,B
1,1.0,21,0.0,6,0.0,1,4.0,0,A
0,0.0,63,1.0,1,0.0,1,2.0,6,C
1,1.0,26,1.0,7,8.0,1,2.0,6,C
0,0.0,42,1.0,1,1.0,2,2.0,6,D
1,0.0,58,1.0,2,0.0,2,2.0,6,D
1,0.0,41,0.0,2,0.0,2,2.0,4,C
0,1.0,42,1.0,1,0.0,1,1.0,6,C
1,1.0,33,1.0,9,0.0,1,4.0,2,A
1,0.0,61,1.0,6,1.0,1,2.0,6,C
0,0.0,35,1.0,4,0.0,1,4.0,1,C
0,2.0,56,1.0,3,8.0,2,3.0,6,C
1,0.0,52,0.0,2,1.0,2,4.0,6,B
0,0.0,50,1.0,4,7.0,1,3.0,6,C
1,0.0,45,1.0,9,9.0,1,3.0,6,C
1,0.0,87,1.0,8,0.0,1,1.0,6,B
1,0.0,63,0.0,4,1.0,2,0.0,6,B
0,1.0,29,1.0,6,3.0,1,4.0,2,D
0,0.0,45,1.0,1,1.0,2,3.0,0,B
0,0.0,57,1.0,2,0.0,1,7.0,7,B
0,1.0,28,1.0,2,1.0,1,3.0,3,D
0,1.0,53,1.0,1,0.0,1,2.0,0,C
0,1.0,27,0.0,3,0.0,1,2.0,6,C
1,0.0,59,1.0,1,0.0,2,2.0,6,D
1,1.0,23,0.0,6,0.0,1,5.0,4,A
1,1.0,30,0.0,6,0.0,1,4.0,6,B
1,1.0,19,0.0,6,1.0,1,9.0,7,A
0,0.0,37,1.0,1,1.0,2,2.0,6,D
1,1.0,38,1.0,1,8.0,1,1.0,6,C
0,2.0,29,0.0,7,8.0,1,1.0,5,A
1,1.0,37,0.0,6,0.0,1,5.0,3,C
0,1.0,27,1.0,6,-1.0,1,4.0,6,B
1,0.0,79,1.0,8,2.0,3,2.0,6,B
0,1.0,27,1.0,6,0.0,1,1.0,6,C
0,1.0,33,0.0,3,0.0,1,7.0,4,C
0,0.0,22,0.0,3,8.0,2,2.0,5,D
1,0.0,32,1.0,2,0.0,2,2.0,3,A
0,0.0,74,1.0,8,-1.0,1,0.0,6,A
0,1.0,33,0.0,7,7.0,1,0.0,6,A
0,1.0,22,0.0,9,0.0,1,3.0,4,A
0,0.0,36,1.0,7,9.0,1,2.0,4,D
1,0.0,62,0.0,1,0.0,2,3.0,6,D
1,0.0,30,0.0,2,11.0,2,2.0,3,C
1,1.0,31,1.0,1,5.0,1,1.0,4,A
1,1.0,32,0.0,1,0.0,1,4.0,5,A
0,1.0,37,1.0,1,12.0,1,2.0,6,C
0,1.0,28,1.0,7,9.0,1,1.0,6,A
1,1.0,47,0.0,1,3.0,1,3.0,5,B
1,1.0,32,1.0,6,1.0,1,3.0,6,D
1,1.0,83,1.0,8,0.0,1,1.0,6,A
1,0.0,74,0.0,8,8.0,1,1.0,6,C
0,0.0,43,1.0,6,0.0,2,2.0,3,C
1,0.0,30,0.0,2,-1.0,2,2.0,4,C
1,0.0,43,1.0,1,1.0,2,2.0,6,D
1,0.0,41,1.0,1,3.0,2,3.0,6,D
0,1.0,42,1.0,1,8.0,1,3.0,2,D
1,1.0,31,0.0,6,-1.0,1,0.0,6,A
1,0.0,60,1.0,1,3.0,3,3.0,6,D
1,1.0,42,1.0,4,0.0,1,2.0,6,B
1,1.0,29,1.0,6,3.0,1,3.0,6,A
0,1.0,53,0.0,8,1.0,1,3.0,6,A
0,0.0,86,1.0,1,-1.0,1,4.0,0,A
1,0.0,31,1.0,4,1.0,2,3.0,6,C
0,0.0,81,1.0,8,1.0,1,1.0,6,D
1,0.0,51,1.0,1,5.0,2,4.0,6,D
1,1.0,33,0.0,2,1.0,1,4.0,4,D
1,0.0,28,1.0,1,0.0,2,3.0,6,C
1,1.0,28,1.0,6,1.0,1,5.0,6,A
1,0.0,31,1.0,1,-1.0,2,2.0,2,B
0,0.0,71,1.0,4,1.0,2,2.0,6,B
0,1.0,72,1.0,1,1.0,1,2.0,2,B
1,0.0,38,0.0,5,9.0,3,5.0,6,B
1,1.0,33,0.0,9,0.0,1,4.0,3,D
1,1.0,33,0.0,6,4.0,1,3.0,4,A
0,1.0,26,1.0,1,8.0,1,1.0,6,A
0,0.0,42,1.0,1,-1.0,3,3.0,6,D
0,0.0,53,1.0,1,4.0,2,5.0,6,D
0,0.0,61,1.0,3,1.0,2,5.0,6,B
0,0.0,66,0.0,3,6.0,2,4.0,5,B
1,0.0,38,1.0,4,1.0,2,3.0,6,A
0,1.0,29,1.0,6,3.0,1,6.0,6,A
1,0.0,42,0.0,2,5.0,2,5.0,6,B
0,1.0,28,0.0,6,0.0,1,3.0,4,B
1,1.0,61,1.0,1,1.0,1,1.0,6,B
1,0.0,72,1.0,8,1.0,1,0.0,4,A
1,1.0,23,0.0,6,0.0,1,3.0,3,A
1,1.0,26,1.0,4,7.0,1,5.0,5,A
1,0.0,69,0.0,4,1.0,2,3.0,6,A
1,1.0,38,1.0,4,1.0,1,2.0,2,A
0,1.0,26,1.0,6,0.0,1,3.0,6,A
1,0.0,60,1.0,1,2.0,2,5.0,6,D
1,0.0,66,1.0,1,1.0,3,2.0,6,B
0,0.0,50,1.0,1,-1.0,3,4.0,6,D
1,0.0,37,1.0,0,0.0,2,4.0,6,B
0,1.0,38,1.0,1,-1.0,1,1.0,3,B
1,1.0,35,1.0,1,13.0,1,1.0,6,B
0,1.0,32,0.0,6,0.0,1,4.0,3,B
0,0.0,57,1.0,1,0.0,3,2.0,6,D
1,0.0,76,0.0,9,1.0,1,1.0,4,C
0,0.0,62,0.0,8,1.0,3,4.0,4,D
1,0.0,78,0.0,8,-1.0,3,2.0,6,C
1,1.0,41,1.0,1,9.0,1,1.0,6,B
1,0.0,59,1.0,1,3.0,2,2.0,6,B
0,0.0,28,1.0,2,1.0,2,2.0,4,C
0,2.0,41,1.0,9,0.0,1,2.0,6,A
0,1.0,22,0.0,6,0.0,1,4.0,6,A
0,0.0,69,0.0,4,1.0,1,2.0,3,B
0,1.0,23,0.0,6,2.0,1,5.0,6,A
0,1.0,33,1.0,1,1.0,1,2.0,6,D
1,0.0,48,1.0,4,0.0,1,2.0,6,A
0,1.0,22,0.0,3,-1.0,1,3.0,6,A
1,1.0,41,1.0,0,2.0,1,2.0,2,C
1,0.0,41,1.0,2,9.0,2,2.0,6,B
0,2.0,27,1.0,6,1.0,1,6.0,6,D
0,1.0,30,1.0,6,4.0,1,4.0,6,A
1,0.0,49,1.0,9,0.0,1,5.0,6,A
1,1.0,25,0.0,2,9.0,1,4.0,6,C
1,1.0,33,0.0,6,1.0,1,4.0,6,D
1,0.0,31,1.0,2,0.0,2,2.0,6,C
0,1.0,52,1.0,1,-1.0,1,1.0,6,D
0,1.0,36,1.0,6,1.0,1,2.0,6,C
1,1.0,18,0.0,2,0.0,1,3.0,6,A
0,0.0,38,0.0,3,1.0,1,1.0,4,C
1,0.0,42,0.0,3,1.0,2,5.0,3,C
0,1.0,53,1.0,1,0.0,1,1.0,6,B
1,0.0,31,1.0,1,-1.0,1,2.0,6,C
0,1.0,26,0.0,7,8.0,1,1.0,6,A
1,0.0,69,0.0,5,0.0,2,4.0,2,A
0,1.0,20,0.0,6,0.0,1,0.0,6,A
1,0.0,71,1.0,8,1.0,3,3.0,6,C
0,0.0,31,1.0,9,7.0,3,4.0,2,C
1,0.0,66,0.0,8,1.0,1,0.0,4,A
1,0.0,40,1.0,4,9.0,2,2.0,6,B
0,1.0,89,1.0,8,-1.0,1,1.0,6,A
1,1.0,29,1.0,6,1.0,1,4.0,6,A
1,1.0,33,0.0,4,0.0,1,2.0,6,C
1,0.0,26,0.0,2,8.0,2,2.0,6,A
1,0.0,48,1.0,1,1.0,2,3.0,2,D
0,1.0,42,1.0,6,0.0,1,4.0,6,A
1,0.0,86,1.0,8,0.0,1,1.0,6,D
1,0.0,27,1.0,1,6.0,2,2.0,6,B
0,1.0,36,0.0,3,14.0,1,4.0,6,A
0,0.0,48,1.0,2,1.0,2,2.0,2,C
1,0.0,63,1.0,1,1.0,2,3.0,6,D
1,1.0,20,0.0,6,-1.0,1,5.0,3,A
0,0.0,51,1.0,3,1.0,2,2.0,6,D
1,1.0,30,1.0,6,9.0,1,3.0,6,A
0,1.0,18,0.0,6,1.0,1,3.0,6,A
0,1.0,22,0.0,6,0.0,1,5.0,6,A
0,0.0,30,1.0,3,8.0,2,5.0,4,A
0,1.0,25,0.0,6,1.0,1,3.0,6,B
1,1.0,27,1.0,4,0.0,1,4.0,2,D
1,0.0,38,1.0,3,0.0,1,2.0,6,A
0,1.0,39,1.0,2,8.0,1,2.0,6,B
1,0.0,57,1.0,5,8.0,3,3.0,6,A
1,0.0,69,1.0,1,0.0,1,1.0,6,D
1,0.0,36,1.0,1,9.0,2,2.0,6,D
0,0.0,53,1.0,1,1.0,2,2.0,6,D
1,0.0,47,0.0,1,0.0,2,5.0,4,C
0,0.0,32,1.0,1,4.0,3,2.0,6,D
