ID,Married,Gender,Age,Graduate,Profession,Years_of_Working ,Spending_Score,Family_Members,Category,Class(Target)
4338,0,1,30,0,Engineer,1,Low,5,Cat_3,A
4339,1,0,37,1,Artist,0,Average,2,Cat_4,B
4340,0,0,50,1,Artist,1,Average,4,Cat_6,B
4341,1,0,50,0,Entertainment,0,Average,3,Cat_6,D
4342,1,0,48,1,Artist,1,Average,2,Cat_6,A
4343,0,1,43,1,Entertainment,14,Low,1,Cat_6,C
4344,1,0,48,0,Executive,5,High,2,Cat_4,C
4345,1,0,56,1,Executive,0,High,2,Cat_6,A
4346,0,1,36,1,Entertainment,nan,Low,1,Cat_3,C
4347,0,0,61,1,Artist,2,Average,2,Cat_6,D
4348,0,0,37,1,Artist,nan,Average,6,Cat_3,B
4349,0,1,33,0,Engineer,7,Low,6,Cat_4,D
4350,1,1,23,0,Healthcare,1,Low,3,Cat_4,A
4351,0,1,33,0,Doctor,1,Low,3,Cat_6,A
4352,1,0,46,1,Doctor,1,Average,6,Cat_4,B
4353,1,0,41,1,Artist,0,Average,3,Cat_3,A
4354,1,0,45,0,Executive,0,Average,3,Cat_4,B
4355,0,0,46,1,Artist,0,Average,2,Cat_1,D
4356,0,0,36,1,Artist,1,Average,2,Cat_6,D
4357,1,1,18,0,Healthcare,1,Low,3,Cat_6,A
4358,0,0,62,1,Artist,2,High,3,Cat_6,D
4359,1,0,40,1,Artist,0,Average,2,Cat_6,D
4360,0,1,21,0,Engineer,0,Low,5,Cat_2,A
4361,1,0,46,0,Executive,4,Low,9,Cat_4,A
4362,1,0,27,0,Entertainment,14,Average,2,Cat_6,C
4363,1,0,47,0,Entertainment,1,Average,5,Cat_6,D
4364,1,0,35,1,Engineer,5,Average,4,Cat_6,B
4365,1,0,31,1,Homemaker,2,Low,2,Cat_1,B
4366,0,0,77,1,Lawyer,0,High,2,Cat_6,D
4367,1,0,68,0,Lawyer,2,Low,3,Cat_4,C
4368,0,0,87,0,Lawyer,0,Low,1,Cat_6,D
4369,1,0,40,0,Executive,1,Low,5,Cat_5,A
4370,1,0,41,1,Executive,7,High,2,Cat_6,D
4371,0,0,53,1,Artist,11,Average,2,Cat_6,A
4372,1,1,33,0,Doctor,2,Low,4,Cat_6,C
4373,1,1,56,1,nan,1,Low,1,Cat_6,C
4374,0,0,40,1,Homemaker,2,Average,2,Cat_3,D
4375,1,0,71,0,Executive,1,Average,4,Cat_2,A
4376,1,0,46,1,Artist,4,Low,2,Cat_6,B
4377,1,1,22,0,Healthcare,0,Low,3,Cat_4,A
4378,1,0,61,1,Artist,nan,Low,1,Cat_6,B
4379,0,0,49,1,Artist,0,Average,2,Cat_6,A
4380,1,0,82,1,Executive,1,Low,1,Cat_6,A
4381,0,1,26,1,Doctor,0,Low,3,Cat_6,B
4382,0,1,23,0,Healthcare,1,Low,4,Cat_6,A
4383,0,0,60,1,Artist,3,Low,3,Cat_4,D
4384,1,1,25,0,Entertainment,1,Low,3,Cat_6,C
4385,0,1,40,1,Artist,9,Low,1,Cat_6,A
4386,0,1,50,1,Artist,0,Low,2,Cat_6,C
4387,0,1,31,0,Doctor,nan,Low,4,Cat_6,A
4388,1,0,51,1,Artist,0,Low,1,Cat_3,B
4389,1,0,56,1,Entertainment,0,Average,2,Cat_6,D
4390,1,0,37,1,Entertainment,4,Low,1,Cat_6,B
4391,0,0,89,1,Lawyer,1,Low,1,Cat_6,C
4392,0,0,50,1,Artist,1,High,3,Cat_2,D
4393,1,0,72,1,Executive,1,High,5,Cat_6,C
4394,1,1,40,1,Artist,7,Low,1,Cat_6,C
4395,1,1,31,0,Healthcare,0,Low,nan,Cat_6,A
4396,1,0,74,0,Executive,1,Low,7,Cat_6,B
4397,0,0,51,1,Artist,0,Average,3,Cat_2,D
4398,0,0,49,1,Artist,0,High,4,nan,B
4399,0,0,61,1,Artist,0,Average,2,Cat_6,B
4400,0,0,38,1,Healthcare,3,Average,3,Cat_2,A
4401,1,0,28,1,Engineer,0,Average,2,Cat_6,C
4402,0,1,36,1,Artist,9,Low,1,Cat_6,A
4403,1,0,47,0,Doctor,8,High,4,Cat_6,A
4404,0,1,39,1,Artist,0,Low,1,Cat_3,C
4405,1,0,40,0,Engineer,1,Average,2,Cat_6,D
4406,1,1,23,0,Healthcare,0,Low,4,Cat_3,A
4407,0,0,46,1,Entertainment,5,Low,2,Cat_6,C
4408,0,0,72,1,Lawyer,0,High,2,Cat_6,D
4409,1,0,50,1,Entertainment,1,Low,2,Cat_6,C
4410,0,0,51,0,Engineer,7,Average,5,Cat_4,B
4411,0,0,66,1,Artist,0,Low,2,Cat_6,D
4412,0,0,35,1,Healthcare,12,Average,2,Cat_2,A
4413,1,0,56,1,Artist,0,High,2,Cat_6,B
4414,0,1,33,0,Healthcare,1,Low,6,Cat_3,D
4415,1,1,62,1,Entertainment,1,Low,4,Cat_2,D
4416,1,1,28,1,Engineer,0,Low,3,Cat_4,D
4417,0,0,40,1,Engineer,0,Average,4,Cat_6,B
4418,1,0,67,1,Artist,1,Average,2,Cat_6,B
4419,0,1,28,0,Engineer,nan,Low,6,Cat_6,D
4420,1,1,21,0,Healthcare,nan,Low,5,Cat_2,A
4421,1,0,27,1,Healthcare,3,Low,2,Cat_6,A
4422,1,0,45,1,Artist,0,Low,2,Cat_6,B
4423,0,0,76,1,Lawyer,0,High,2,Cat_6,B
4424,1,1,28,1,Artist,4,Low,4,Cat_6,D
4425,0,0,53,1,Artist,1,Average,3,Cat_6,C
4426,0,0,35,1,Doctor,nan,Low,2,Cat_6,B
4427,1,1,25,0,Entertainment,8,Low,9,Cat_6,D
4428,1,0,29,0,Executive,4,Low,6,Cat_3,A
4429,0,0,35,1,Doctor,0,Low,2,Cat_6,C
4430,1,0,63,1,Artist,1,Average,4,Cat_6,C
4431,0,0,26,0,Doctor,0,Average,3,Cat_4,A
4432,1,1,35,1,Artist,9,Low,1,Cat_6,B
4433,0,1,59,1,Artist,0,Low,2,Cat_6,D
4434,1,1,28,1,Doctor,0,Low,1,Cat_6,A
4435,0,0,52,1,Artist,1,Average,5,Cat_2,A
4436,1,1,38,0,Doctor,0,Low,5,Cat_3,A
4437,0,1,19,0,Healthcare,3,Low,3,Cat_6,A
4438,1,0,63,1,Entertainment,0,Low,1,Cat_6,C
4439,1,0,58,1,Executive,3,Average,4,Cat_3,B
4440,0,0,57,1,Artist,0,Average,5,Cat_6,C
4441,0,0,62,1,Artist,0,Average,2,Cat_5,D
4442,1,0,36,1,Executive,0,Low,2,Cat_3,B
4443,1,1,31,1,Artist,1,Low,2,Cat_6,C
4444,1,0,50,1,Artist,1,Average,3,Cat_6,C
4445,1,0,88,1,Lawyer,0,High,2,Cat_4,C
4446,0,0,53,1,Artist,0,Average,2,Cat_3,D
4447,0,1,43,1,Artist,10,Low,1,Cat_6,A
4448,0,0,52,1,Artist,0,Average,3,Cat_7,D
4449,0,1,60,1,Artist,6,Low,1,Cat_6,B
4450,1,0,75,1,Lawyer,1,High,2,Cat_6,D
4451,0,0,51,1,Artist,8,Average,2,Cat_6,B
4452,1,1,32,1,Healthcare,2,Low,3,Cat_6,D
4453,0,1,26,0,Healthcare,nan,Low,6,Cat_7,A
4454,0,0,32,0,Engineer,9,Low,4,Cat_6,A
4455,1,0,45,1,Artist,2,Average,3,Cat_3,A
4456,0,0,67,1,nan,1,Average,2,Cat_6,C
4457,1,0,83,0,Lawyer,8,High,2,Cat_6,B
4458,1,0,50,1,Doctor,0,Average,3,Cat_6,B
4459,0,1,25,1,Healthcare,nan,Low,nan,Cat_3,D
4460,0,1,28,1,Artist,1,Low,1,Cat_6,C
4461,1,0,46,1,Artist,0,Average,3,Cat_6,D
4462,0,1,43,0,Entertainment,1,Low,3,Cat_6,C
4463,1,1,22,0,Healthcare,nan,Low,2,Cat_6,A
4464,0,0,62,1,Engineer,1,Low,1,Cat_3,B
4465,1,0,55,0,Artist,0,Average,2,Cat_6,D
4466,1,0,58,1,Artist,nan,Average,1,Cat_6,A
4467,0,0,59,1,Engineer,0,Low,1,Cat_3,B
4468,1,0,85,1,Lawyer,nan,Low,1,Cat_6,B
4469,0,1,35,0,Engineer,1,Low,1,Cat_4,C
4470,1,0,81,1,Entertainment,1,Low,1,Cat_6,A
4471,1,1,32,0,nan,0,Low,5,Cat_4,C
4472,1,1,33,0,Doctor,0,Low,3,Cat_6,B
4473,0,0,48,1,Homemaker,1,High,2,Cat_2,D
4474,0,1,27,0,Healthcare,nan,Low,5,Cat_7,A
4475,0,1,28,0,Marketing,1,Low,4,Cat_3,A
4476,1,0,53,1,Artist,6,Average,2,Cat_6,D
4477,1,0,45,1,Artist,0,Average,4,Cat_6,D
4478,1,0,38,1,Artist,nan,Low,2,Cat_6,D
4479,1,0,50,1,Artist,0,Average,4,Cat_6,B
4480,0,1,25,1,Entertainment,0,Low,6,Cat_2,D
4481,0,1,42,1,Doctor,0,Low,3,Cat_6,B
4482,0,1,30,0,Marketing,0,Low,4,Cat_6,A
4483,1,0,39,1,Entertainment,0,Low,1,Cat_6,A
4484,1,1,18,0,Doctor,0,Low,5,Cat_2,D
4485,0,1,42,1,Artist,1,Low,1,Cat_6,A
4486,0,1,28,0,Healthcare,0,Low,6,Cat_5,C
4487,1,0,39,1,Healthcare,0,High,3,Cat_6,D
4488,1,0,46,1,Artist,0,Average,6,Cat_2,A
4489,0,1,35,0,Artist,13,Low,1,Cat_6,C
4490,1,0,42,1,Artist,8,High,4,Cat_6,D
4491,0,1,29,1,Artist,7,Low,7,Cat_4,A
4492,0,0,35,1,Artist,0,Low,2,Cat_6,B
4493,1,1,53,0,Entertainment,1,Low,nan,Cat_6,C
4494,1,0,48,1,Artist,nan,Average,4,Cat_7,D
4495,1,0,28,nan,Artist,8,Low,nan,Cat_6,D
4496,1,1,41,1,Entertainment,0,Low,2,Cat_3,B
4497,1,0,33,1,Artist,2,Low,nan,Cat_3,D
4498,0,0,33,1,Artist,1,Average,2,Cat_6,D
4499,1,1,28,0,Doctor,4,Low,1,Cat_3,B
4500,1,0,50,1,Artist,0,Low,2,Cat_4,A
4501,0,nan,31,1,Doctor,1,Low,3,Cat_6,B
4502,1,1,39,1,Entertainment,5,Low,1,Cat_3,C
4503,1,0,65,1,Artist,1,Average,4,Cat_6,B
4504,0,0,52,0,Engineer,0,Low,nan,Cat_4,C
4505,0,0,79,1,Lawyer,0,High,2,Cat_6,D
4506,0,0,71,nan,Lawyer,1,Low,1,Cat_6,D
4507,0,0,46,0,Entertainment,9,Average,5,Cat_4,A
4508,1,0,26,1,Doctor,1,Average,2,Cat_7,C
4509,1,0,53,1,Engineer,1,Average,3,Cat_6,B
4510,1,1,31,0,Artist,0,Low,nan,nan,C
4511,0,1,32,0,Doctor,6,Low,2,Cat_3,C
4512,1,1,38,1,Artist,0,Low,1,Cat_6,C
4513,1,1,32,1,Healthcare,9,Low,5,Cat_6,A
4514,0,0,73,1,Lawyer,3,Low,1,Cat_6,D
4515,1,0,73,0,Lawyer,1,Low,1,Cat_6,A
4516,0,1,22,0,Marketing,1,Low,2,Cat_1,A
4517,1,0,45,1,Executive,1,High,5,Cat_4,B
4518,0,1,31,1,Healthcare,9,Low,3,Cat_2,C
4519,1,0,60,0,Artist,0,Average,2,Cat_4,B
4520,0,0,26,0,Marketing,0,Low,5,Cat_4,A
4521,1,1,28,1,Healthcare,1,Low,3,Cat_6,A
4522,1,0,39,1,Artist,0,Average,3,Cat_6,D
4523,0,1,18,0,Healthcare,0,Low,5,Cat_4,A
4524,0,0,37,1,Artist,0,Average,2,Cat_6,A
4525,0,0,40,0,Homemaker,2,Average,2,Cat_6,C
4526,0,1,31,1,Artist,1,Low,4,Cat_6,A
4527,0,1,33,0,Healthcare,1,Low,6,Cat_6,C
4528,0,0,56,1,Engineer,2,High,2,Cat_6,B
4529,1,0,50,1,Artist,0,Low,1,Cat_6,B
4530,1,0,57,1,Artist,1,Average,5,Cat_6,D
4531,0,0,58,1,Engineer,0,Average,nan,Cat_6,C
4532,0,0,28,1,Artist,0,Low,2,Cat_6,C
4533,1,1,25,0,Healthcare,0,Low,3,Cat_4,B
4534,1,0,41,0,Doctor,1,Low,3,Cat_6,C
4535,1,0,47,1,Artist,0,Average,2,Cat_6,D
4536,0,1,39,1,Artist,9,Low,1,Cat_6,D
4537,0,1,31,1,Healthcare,6,Low,4,Cat_2,A
4538,1,0,83,1,Artist,2,High,2,Cat_6,C
4539,1,1,32,1,Healthcare,1,Low,4,Cat_6,A
4540,0,1,18,0,Engineer,0,Low,4,Cat_6,A
4541,0,0,38,1,Artist,1,Average,4,Cat_3,D
4542,0,nan,20,0,nan,nan,High,nan,Cat_3,A
4543,0,0,62,nan,Doctor,0,Average,4,Cat_6,B
4544,1,1,37,1,Marketing,nan,Low,1,Cat_6,C
4545,1,0,33,0,Entertainment,1,Low,3,Cat_3,A
4546,1,0,35,0,Entertainment,0,Average,5,Cat_6,A
4547,0,0,45,1,Artist,1,High,4,Cat_6,C
4548,1,1,18,0,Healthcare,0,Low,6,Cat_6,A
4549,1,0,75,0,Lawyer,1,High,2,Cat_6,B
4550,1,0,86,1,Healthcare,0,Low,1,Cat_6,A
4551,1,1,49,1,Artist,0,Low,1,Cat_6,B
4552,0,0,65,0,Lawyer,1,High,7,Cat_3,C
4553,0,0,20,1,Lawyer,1,Average,3,Cat_3,A
4554,0,1,62,0,Entertainment,2,Low,1,Cat_6,C
4555,1,0,50,0,Artist,1,Average,3,Cat_6,D
4556,0,1,22,0,Engineer,0,Low,4,Cat_6,A
4557,0,0,46,0,Engineer,1,Average,5,Cat_6,D
4558,1,1,20,0,Marketing,0,Low,2,Cat_6,A
4559,1,0,32,1,Entertainment,1,Low,2,Cat_6,C
4560,0,1,28,1,Doctor,0,Low,3,Cat_6,A
4561,0,1,26,1,Entertainment,6,Low,2,Cat_6,A
4562,1,1,45,1,Artist,0,Low,1,Cat_6,C
4563,1,1,32,0,Healthcare,0,Low,3,Cat_6,A
4564,0,1,56,1,Lawyer,nan,Low,2,Cat_6,A
4565,1,1,41,1,Executive,1,Low,3,Cat_6,A
4566,0,0,38,1,Artist,8,Low,2,Cat_6,A
4567,0,1,30,1,Artist,9,Low,1,Cat_6,C
4568,1,0,86,0,Lawyer,2,Average,2,Cat_6,C
4569,1,1,21,0,Healthcare,0,Low,6,Cat_3,A
4570,1,0,69,1,Artist,0,Low,1,Cat_6,A
4571,0,0,46,1,Artist,0,Average,2,Cat_6,B
4572,1,0,32,0,Executive,4,Average,5,Cat_4,A
4573,0,0,61,1,Engineer,0,Low,3,Cat_7,A
4574,0,1,23,0,Healthcare,0,Low,4,Cat_3,A
4575,0,1,35,1,Healthcare,9,Low,1,Cat_6,A
4576,1,0,66,1,Artist,0,Low,4,Cat_2,D
4577,0,0,25,0,Engineer,7,Average,2,Cat_4,A
4578,0,1,33,1,Healthcare,1,Low,6,Cat_3,A
4579,1,1,30,0,Healthcare,1,Low,4,Cat_2,D
4580,1,0,37,0,Doctor,2,Average,4,Cat_6,C
4581,1,1,28,1,Artist,1,Low,3,Cat_4,A
4582,1,0,65,1,Artist,5,High,2,Cat_6,C
4583,0,1,20,0,Doctor,6,Low,4,Cat_2,C
4584,0,1,42,1,Artist,8,Low,1,Cat_6,B
4585,1,0,32,0,Doctor,9,Low,2,Cat_2,D
4586,1,0,26,0,Homemaker,9,Average,2,Cat_6,C
4587,0,1,20,0,Healthcare,0,Low,2,Cat_6,A
4588,1,0,29,1,Artist,0,Low,5,Cat_4,C
4589,0,0,49,1,Artist,1,Low,1,Cat_6,A
4590,1,1,21,0,Healthcare,0,Low,4,Cat_6,A
4591,0,1,20,0,Healthcare,0,Low,4,Cat_6,A
4592,1,1,30,1,Healthcare,3,Low,5,Cat_1,D
4593,0,0,31,0,Marketing,1,Low,5,Cat_4,C
4594,0,0,41,1,Artist,9,High,2,Cat_2,B
4595,1,0,61,1,Entertainment,9,Average,2,Cat_6,D
4596,0,1,28,0,Marketing,9,Low,2,Cat_3,A
4597,0,0,35,1,Artist,1,Low,2,Cat_3,B
4598,1,0,83,1,Lawyer,nan,Low,1,Cat_6,C
4599,1,1,22,0,Healthcare,0,Low,nan,Cat_6,A
4600,0,1,32,0,Doctor,0,Low,4,Cat_6,C
4601,0,0,40,1,Engineer,1,High,5,Cat_2,B
4602,0,1,33,1,Healthcare,1,Low,5,Cat_2,B
4603,0,1,30,0,Doctor,3,Low,4,Cat_6,C
4604,0,0,68,1,Lawyer,0,High,2,Cat_6,B
4605,1,0,37,1,Entertainment,8,Average,2,Cat_2,A
4606,1,0,47,0,Entertainment,0,High,5,Cat_6,D
4607,1,1,36,1,Executive,9,Low,3,Cat_6,A
4608,0,1,26,1,Healthcare,5,Low,2,Cat_6,A
4609,0,0,35,1,Engineer,5,Low,2,Cat_6,B
4610,1,0,51,0,Artist,4,Low,3,Cat_4,C
4611,1,nan,48,1,Executive,nan,High,5,Cat_6,B
4612,0,0,33,1,Entertainment,3,Average,3,Cat_4,A
4613,1,0,51,0,Engineer,1,Average,7,Cat_4,B
4614,0,nan,21,0,Healthcare,nan,Low,4,Cat_6,A
4615,1,0,36,0,Executive,8,Average,4,Cat_1,B
4616,0,1,20,0,Healthcare,4,Low,7,Cat_3,A
4617,1,1,28,1,Doctor,1,Low,9,Cat_4,B
4618,0,1,31,0,Healthcare,1,Low,4,Cat_6,D
4619,0,1,36,1,Engineer,9,Low,1,Cat_4,C
4620,1,0,42,1,Entertainment,3,Average,4,Cat_6,B
4621,0,1,21,0,Healthcare,9,Low,4,Cat_3,A
4622,0,0,53,0,Engineer,0,Average,3,Cat_6,C
4623,1,0,39,0,Doctor,2,Average,2,Cat_6,B
4624,0,1,28,0,Homemaker,10,Low,1,Cat_6,A
4625,1,0,81,0,Entertainment,1,Low,1,Cat_6,C
4626,0,1,47,1,Engineer,1,Low,1,Cat_6,C
4627,1,0,66,0,Lawyer,0,Low,1,Cat_6,B
4628,0,1,36,0,Engineer,0,Low,1,Cat_6,C
4629,0,0,33,1,Healthcare,2,High,1,Cat_5,C
4630,1,1,69,1,Marketing,8,Low,nan,Cat_6,C
4631,1,1,22,0,Healthcare,9,Low,4,Cat_6,A
4632,1,0,50,1,Entertainment,nan,Low,4,Cat_6,C
4633,0,0,46,1,Artist,1,Low,nan,Cat_6,D
4634,1,0,27,1,Healthcare,8,Low,2,Cat_6,A
4635,1,0,36,1,Artist,9,Average,5,Cat_4,A
4636,1,0,50,1,Artist,8,Low,2,Cat_6,A
4637,0,1,37,1,Entertainment,1,Low,1,Cat_6,C
4638,0,0,65,1,Lawyer,1,Low,1,Cat_6,C
4639,0,0,49,1,Engineer,1,Average,4,Cat_6,B
4640,0,1,30,0,Homemaker,0,Low,4,Cat_6,A
4641,0,0,68,1,Lawyer,0,Average,3,Cat_6,D
4642,0,1,36,1,Healthcare,2,Low,nan,Cat_6,C
4643,0,0,32,1,Artist,0,Average,2,Cat_6,B
4644,0,nan,28,1,Doctor,nan,High,8,Cat_4,A
4645,0,nan,73,1,Lawyer,4,High,nan,Cat_6,C
4646,0,1,42,1,Engineer,1,Low,7,Cat_4,C
4647,1,1,30,0,Entertainment,5,Low,9,Cat_3,A
4648,0,0,83,1,Executive,1,High,3,Cat_6,C
4649,1,0,37,0,Engineer,0,Average,2,Cat_1,D
4650,0,1,28,1,Marketing,2,Low,3,Cat_6,A
4651,0,0,58,1,Artist,nan,Average,6,Cat_2,D
4652,0,1,29,0,Engineer,5,Low,2,Cat_6,D
4653,0,1,26,1,Artist,2,Low,2,Cat_6,C
4654,0,nan,50,1,Artist,nan,High,1,nan,B
4655,0,0,89,0,Lawyer,3,High,1,Cat_6,A
4656,1,0,56,1,Executive,nan,High,9,Cat_6,B
4657,0,0,30,0,Entertainment,3,High,2,Cat_6,C
4658,1,0,40,1,Entertainment,5,Low,1,Cat_6,A
4659,0,1,25,0,Healthcare,nan,Low,5,Cat_6,C
4660,0,1,38,1,Artist,8,Low,1,Cat_6,A
4661,1,0,19,0,Executive,0,High,3,Cat_4,C
4662,1,0,63,0,Executive,0,Average,3,Cat_6,B
4663,0,0,43,0,Engineer,0,High,5,Cat_6,C
4664,1,0,69,0,Lawyer,1,Low,2,Cat_1,B
4665,1,1,49,1,Entertainment,0,Low,1,Cat_2,B
4666,1,0,52,1,Artist,0,Low,4,Cat_6,B
4667,1,1,32,1,Healthcare,0,Low,4,Cat_6,B
4668,1,0,45,1,Executive,0,High,4,Cat_6,B
4669,1,1,23,0,Healthcare,0,Low,2,Cat_4,A
4670,1,1,53,1,Artist,2,Low,2,Cat_2,B
4671,0,nan,31,nan,Doctor,9,High,2,Cat_4,C
4672,1,0,27,1,Healthcare,2,High,3,Cat_3,A
4673,0,0,28,1,Healthcare,10,High,2,Cat_6,A
4674,0,0,37,0,Artist,1,Low,3,Cat_6,B
4675,1,0,56,0,Artist,0,Average,2,Cat_6,D
4676,0,0,56,1,Entertainment,0,Average,2,Cat_6,B
4677,0,1,35,1,Artist,1,Low,1,Cat_6,D
4678,0,1,48,0,Healthcare,0,Low,4,Cat_6,D
4679,1,0,66,1,Executive,0,Average,2,Cat_6,D
4680,1,1,42,1,Artist,4,Low,2,Cat_2,C
4681,0,1,26,0,Healthcare,1,Low,nan,Cat_5,A
4682,1,0,52,1,Artist,8,Low,3,Cat_6,D
4683,0,0,75,1,Artist,1,High,2,Cat_6,D
4684,0,0,38,1,Artist,6,Low,2,Cat_3,B
4685,0,0,68,1,Lawyer,0,High,2,Cat_6,C
4686,1,0,62,nan,Lawyer,0,Low,1,Cat_6,D
4687,0,0,59,0,Marketing,1,Average,4,Cat_1,A
4688,1,1,38,1,Entertainment,1,Low,2,Cat_6,C
4689,1,1,27,1,Healthcare,1,Low,3,Cat_6,D
4690,0,0,51,0,Doctor,0,Average,3,Cat_6,D
4691,0,1,53,1,Artist,9,Low,1,Cat_6,B
4692,1,1,26,1,Healthcare,nan,Low,3,Cat_1,A
4693,1,0,41,1,Artist,11,High,2,Cat_6,C
4694,1,0,57,1,Artist,5,Low,2,Cat_6,D
4695,1,0,62,1,nan,8,Average,2,Cat_6,D
4696,0,0,38,0,Entertainment,3,Average,3,Cat_6,B
4697,0,1,33,1,Doctor,1,Low,3,Cat_6,C
4698,0,0,45,1,Lawyer,0,Low,1,Cat_6,B
4699,0,0,70,1,Homemaker,3,Low,2,Cat_6,B
4700,0,1,28,0,Engineer,1,Low,4,Cat_4,C
4701,1,1,39,nan,Entertainment,8,Low,4,Cat_3,D
4702,0,0,52,0,Homemaker,4,High,3,Cat_6,B
4703,0,1,51,1,Entertainment,0,Low,1,Cat_6,C
4704,1,0,43,0,Engineer,0,Average,2,Cat_1,D
4705,1,0,63,1,Executive,6,High,3,Cat_6,A
4706,0,1,33,1,Engineer,1,Low,5,Cat_6,A
4707,1,0,38,1,Doctor,5,Low,2,Cat_1,C
4708,0,0,46,1,Artist,3,Average,5,Cat_6,D
4709,0,0,30,0,Engineer,1,Average,7,Cat_4,C
4710,0,1,25,0,Healthcare,nan,Low,5,Cat_7,A
4711,1,1,38,1,Entertainment,nan,Low,4,Cat_6,A
4712,1,0,48,1,Entertainment,6,Low,2,Cat_7,B
4713,1,0,49,1,Entertainment,7,Average,4,Cat_6,D
4714,1,0,38,1,Executive,0,Average,3,Cat_6,B
4715,1,1,21,0,Healthcare,0,Low,4,nan,A
4716,0,0,63,1,Artist,0,Low,2,Cat_6,C
4717,1,1,26,1,Homemaker,8,Low,2,Cat_6,C
4718,0,0,42,1,Artist,1,Average,2,Cat_6,D
4719,1,0,58,1,Doctor,0,Average,2,Cat_6,D
4720,1,0,41,0,Doctor,0,Average,2,Cat_4,C
4721,0,1,42,1,Artist,0,Low,1,Cat_6,C
4722,1,1,33,1,Marketing,0,Low,4,Cat_2,A
4723,1,0,61,1,Healthcare,1,Low,2,Cat_6,C
4724,0,0,35,1,Entertainment,0,Low,4,Cat_1,C
4725,0,nan,56,1,Engineer,8,Average,3,Cat_6,C
4726,1,0,52,0,Doctor,1,Average,4,Cat_6,B
4727,0,0,50,1,Entertainment,7,Low,3,Cat_6,C
4728,1,0,45,1,Marketing,9,Low,3,Cat_6,C
4729,1,0,87,1,Lawyer,0,Low,1,Cat_6,B
4730,1,0,63,0,Entertainment,1,Average,nan,Cat_6,B
4731,0,1,29,1,Healthcare,3,Low,4,Cat_2,D
4732,0,0,45,1,Artist,1,Average,3,nan,B
4733,0,0,57,1,Doctor,0,Low,7,Cat_7,B
4734,0,1,28,1,Doctor,1,Low,3,Cat_3,D
4735,0,1,53,1,Artist,0,Low,2,nan,C
4736,0,1,27,0,Engineer,0,Low,2,Cat_6,C
4737,1,0,59,1,Artist,0,Average,2,Cat_6,D
4738,1,1,23,0,Healthcare,0,Low,5,Cat_4,A
4739,1,1,30,0,Healthcare,0,Low,4,Cat_6,B
4740,1,1,19,0,Healthcare,1,Low,9,Cat_7,A
4741,0,0,37,1,Artist,1,Average,2,Cat_6,D
4742,1,1,38,1,Artist,8,Low,1,Cat_6,C
4743,0,nan,29,0,Homemaker,8,Low,1,Cat_5,A
4744,1,1,37,0,Healthcare,0,Low,5,Cat_3,C
4745,0,1,27,1,Healthcare,nan,Low,4,Cat_6,B
4746,1,0,79,1,Lawyer,2,High,2,Cat_6,B
4747,0,1,27,1,Healthcare,0,Low,1,Cat_6,C
4748,0,1,33,0,Engineer,0,Low,7,Cat_4,C
4749,0,0,22,0,Engineer,8,Average,2,Cat_5,D
4750,1,0,32,1,Doctor,0,Average,2,Cat_3,A
4751,0,0,74,1,Lawyer,nan,Low,nan,Cat_6,A
4752,0,1,33,0,Homemaker,7,Low,nan,Cat_6,A
4753,0,1,22,0,Marketing,0,Low,3,Cat_4,A
4754,0,0,36,1,Homemaker,9,Low,2,Cat_4,D
4755,1,0,62,0,Artist,0,Average,3,Cat_6,D
4756,1,0,30,0,Doctor,11,Average,2,Cat_3,C
4757,1,1,31,1,Artist,5,Low,1,Cat_4,A
4758,1,1,32,0,Artist,0,Low,4,Cat_5,A
4759,0,1,37,1,Artist,12,Low,2,Cat_6,C
4760,0,1,28,1,Homemaker,9,Low,1,Cat_6,A
4761,1,1,47,0,Artist,3,Low,3,Cat_5,B
4762,1,1,32,1,Healthcare,1,Low,3,Cat_6,D
4763,1,1,83,1,Lawyer,0,Low,1,Cat_6,A
4764,1,0,74,0,Lawyer,8,Low,1,Cat_6,C
4765,0,0,43,1,Healthcare,0,Average,2,Cat_3,C
4766,1,0,30,0,Doctor,nan,Average,2,Cat_4,C
4767,1,0,43,1,Artist,1,Average,2,Cat_6,D
4768,1,0,41,1,Artist,3,Average,3,Cat_6,D
4769,0,1,42,1,Artist,8,Low,3,Cat_2,D
4770,1,1,31,0,Healthcare,nan,Low,nan,Cat_6,A
4771,1,0,60,1,Artist,3,High,3,Cat_6,D
4772,1,1,42,1,Entertainment,0,Low,2,Cat_6,B
4773,1,1,29,1,Healthcare,3,Low,3,Cat_6,A
4774,0,1,53,0,Lawyer,1,Low,3,Cat_6,A
4775,0,0,86,1,Artist,nan,Low,4,nan,A
4776,1,0,31,1,Entertainment,1,Average,3,Cat_6,C
4777,0,0,81,1,Lawyer,1,Low,1,Cat_6,D
4778,1,0,51,1,Artist,5,Average,4,Cat_6,D
4779,1,1,33,0,Doctor,1,Low,4,Cat_4,D
4780,1,0,28,1,Artist,0,Average,3,Cat_6,C
4781,1,1,28,1,Healthcare,1,Low,5,Cat_6,A
4782,1,0,31,1,Artist,nan,Average,2,Cat_2,B
4783,0,0,71,1,Entertainment,1,Average,2,Cat_6,B
4784,0,1,72,1,Artist,1,Low,2,Cat_2,B
4785,1,0,38,0,Executive,9,High,5,Cat_6,B
4786,1,1,33,0,Marketing,0,Low,4,Cat_3,D
